question,slide_text,bloom_label
Describe the relationship between the parietal bones and the sagittal suture as seen from the posterior view of the skull.,"The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
What is the name of the suture located between the right and left parietal bones?,"The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the anatomical relationships of the parietal bones and occipital bone as seen from the posterior view of the skull.,"The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"Describe the anatomical features visible from the posterior view of the skull, including the locations of the parietal and occipital bones and the sutures that separate them.","The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
What is the name of the suture located between the right and left parietal bones?,"The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
"If a patient has a fracture along the sagittal suture, which bones are separated by this fracture?","The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
Describe the location and relationship of the parietal bones and the occipital bone as seen from the posterior view of the skull.,"The Skull: Posterior View
Right, left parietal bones
• sagittal suture
Occipital bone
• the lambdoid suture, lambda
• external occipital protuberance
Mandible
7
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
How would you summarize the main bones visible in a lateral view of the skull?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If a person suffered a fracture to the angle of the mandible, which specific region of the mandible would be affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
"If a blow to the side of the head resulted in a fracture of the zygomatic bone, which other bone listed would most likely be directly adjacent to the location of this injury?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
Which bone contains the mental foramen?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
How do the bones listed contribute to the overall structure seen in the lateral view of the skull?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Describe the relationship between the mandible and the other bones of the skull visible in a lateral view.,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If a patient suffered a fracture at the angle of the mandible, which specific part of the mandible would be affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
"How are the parietal, frontal, and temporal bones positioned relative to each other in the lateral view of the skull?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Which bone contains the greater wing?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Which bone contains the mental foramen?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
"If a fracture occurs at the angle of the mandible, which part of the skull has been affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
"If a patient sustains a fracture at the angle of the mandible, which specific part of the mandible has been affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
Which bone contains the mental foramen?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the general arrangement and relationships of the bones visible from the lateral view of the skull.,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If the mental foramen in the mandible were blocked, what effect would this have on the area it supplies?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
Which bone contains the mental foramen?,"The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
"Which bone forms the lower jaw and includes the head, ramus, angle, body, and mental foramen?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
"If a patient sustains a fracture at the angle of the mandible, which part of the mandible would be directly affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
"If a fracture occurs at the angle of the mandible, which specific bone feature is directly affected?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
"If a person fractures the zygomatic bone, which bone listed is most likely also at increased risk of injury due to its close anatomical relationship?","The Skull: Lateral View Occipital bone
Parietal bone
Frontal bone
Nasal bone
Maxilla
Zygomatic bone (zygoma)
Mandible
• head, ramus, angle body
• mental foramen
Sphenoid bone
• greater wing
Temporal bone
8
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If the mastoid air cells in the mastoid process become infected, what structure would be directly involved due to its location?","Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
What is the name of the bony structure that includes mastoid air cells?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the relationship between the temporal bone and the zygoma in forming the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If the mastoid air cells become infected and filled with fluid, what direct effect would this have on the mastoid process?","Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",apply
What is the name of the joint formed by the temporal bone and mandible?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the anatomical relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Describe the anatomical relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
What bone forms the zygomatic arch along with the zygoma?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
What is the name of the suture located on the squamous part of the temporal bone?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
What is the name of the bony prominence on the temporal bone that contains air cells?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
What is the name of the suture associated with the squamous part of the temporal bone?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
What bone forms the zygomatic arch along with the zygoma?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
Describe the relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
What is the name of the joint formed between the temporal bone and the mandible?,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",remember
Describe the anatomical relationship between the temporal bone and the zygomatic arch.,"Zygomatic arch
The Temporal Bone
• temporal bone and zygoma
Squamous part of temporal bone
Squamous suture
External acoustic meatus
Temporomandibular joint / TMJ
Mastoid process
• mastoid air cells
Styloid process
Pterion
9
Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer",understand
"If the mandibular fossa of the temporal bone were damaged, what would likely occur during movement of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
"If the mandibular fossa were malformed and could not properly articulate with the head of the mandible, what would be the consequence for jaw movement?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
Describe how the occipital condyles and the mandibular fossa are each involved in articulation with other bones.,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
How do the temporal bone features contribute to the structure and articulation of the skull?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
How does the mandibular fossa of the temporal bone relate to the head of the mandible?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
"If the mandibular fossa of the temporal bone were damaged in a fall, what would most likely happen to the articulation with the head of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
Describe how the mandibular fossa of the temporal bone participates in the articulation of the skull with the mandible.,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
What part of the temporal bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
What is the name of the structure on the temporal bone that articulates with the head of the mandible?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
"If the mandibular fossa of the temporal bone were damaged, what would likely happen to the articulation with the head of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
What is the name of the part of the temporal bone that articulates with the head of the mandible?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
"If there were damage to the mandibular fossa of the temporal bone, what would most likely happen to the articulation with the head of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
What part of the temporal bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
"If the mandibular fossa of the temporal bone were damaged by trauma, what would likely happen to the articulation with the head of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
"If the occipital condyles were malformed and unable to properly articulate with C1, what would be the likely result for head movement at the atlanto-occipital joint?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
Describe how the temporal bone participates in the formation of the zygomatic arch and articulates with the mandible.,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
"If the mandibular fossa on the temporal bone were damaged in a traumatic injury, what would likely happen to the articulation between the temporal bone and the head of the mandible?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",apply
What is the name of the part of the temporal bone that articulates with the head of the mandible?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
What part of the temporal bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",remember
How does the mandibular fossa of the temporal bone participate in the articulation of the jaw?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Occipital bone
• occipital condyles
articulate with C
1
Temporal bones
• mastoid process
• styloid process
• mandibular fossa
– articulates with
head of mandible
• contributes to
zygomatic arch
11",understand
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
"If the horizontal plate of the palatine bones failed to develop properly, what structure in the inferior view of the skull would be incomplete?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",apply
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
Describe how the zygomatic bone is involved in the structure of the zygomatic arch.,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",understand
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
"If a patient has a fracture of the horizontal plate of the palatine bones, which structure would be directly affected?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",apply
"If the horizontal plate of the palatine bone did not develop properly, what structural change would occur in the inferior view of the skull?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",apply
Which bone has a palatine process?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
"If the horizontal plate of the palatine bones were malformed during development, which part of the inferior skull would be directly affected?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",apply
How does the zygomatic bone contribute to the structure of the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",understand
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
"If the palatine bones failed to develop the horizontal plate, what would be missing from the inferior view of the skull?","Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",apply
How does the zygomatic bone contribute to the structure of the skull when viewed from the inferior aspect?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",understand
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
Which bone contributes to the zygomatic arch?,"Moore’s Essential Clinical Anatomy, 7e, © 2023 by Wolters Kluwer
The Skull: Inferior View Zygomatic bone
(zygoma)
• contributes to
zygomatic arch
Sphenoid bone
Maxilla
• palatine process
Palatine bones
• horizontal plate
Vomer
12",remember
